sc_size,eps,n_clusters,avg_silhouette_score,min_z_score*,minimum_energy,min_energy_cluster_rmsd,min_energy_avg_intermedoid_rmsd,noise_cluster,rmse_helix,rmse_cyl,min_medoid
0.5,0.06551724137931035,4,0.5981530190518839,0.022431133646711482,-12.926729562046367,0.05039180197623855,0.14851638674736023,True,10.441079995606906,33.677263988984485,medoid_3
0.8888888888888888,0.06551724137931035,6,0.7481390111627698,0.3562292392772789,-18.8671234978221,0.046684801055572434,0.16377566754817963,True,9.533622341563712,36.340562827343966,medoid_3
1.2777777777777777,0.06551724137931035,4,0.8118174902562612,3.2334271577902043,-21.028444774585637,0.0563355052450487,0.21325553953647614,True,0.4629654286620174,1.164363713383059,medoid_1
1.6666666666666667,0.05,5,0.9289742663301791,1.5983583810802966,-15.6785578037189,0.010223899956072277,0.18168829381465912,True,6.853964027124548,48.39496112418699,medoid_2
2.0555555555555554,0.08103448275862069,18,0.8464420652221176,0.17162257530184624,-9.872165058296412,0.00796703345838674,0.0974348932504654,True,4.772726073973523,43.41184031528951,medoid_16
2.4444444444444446,0.11206896551724138,5,0.6846217485143405,0.1994591487927596,12.769975668302848,0.09449666852214436,0.22658999264240265,True,2.8894064315312056,12.131058983947137,medoid_0
2.8333333333333335,0.20517241379310347,5,0.6600091413651262,0.038262207249748985,54.20054090261631,0.10713110655748445,0.28904616832733154,True,6.978082818204293,48.35953047657103,medoid_2
3.2222222222222223,0.17413793103448277,10,0.7078940575201114,0.3140608547137031,-6.739762420208837,0.10333287562111294,0.22870425879955292,True,4.477785276352001,38.069301510723825,medoid_7
3.611111111111111,0.08103448275862069,10,0.5465856922094527,0.1243127069792788,-7.193877194252729,0.07155703905217664,0.21163500845432281,True,3.1726646099770774,16.05010477962124,medoid_6
4.0,0.08103448275862069,8,0.7168626279945982,0.12201436809355572,-6.017091449273474,0.08097612997609276,0.2604615092277527,True,4.679041289605558,24.802337094504033,medoid_0
