NAME  ATOM LJ_RADIUS LJ_WDEPTH LK_DGFREE LK_LAMBDA LK_VOLUME
# Rosetta atom_properties file
# Generated using itp_to_param.py
# Original file: terphenyl_pmp_octamer.top
# Author: tfobe
# Date: Thursday, 30. June 2022
# Time: 06:55PM
# System: Linux-5.14.0-1042-oem-x86_64-with-glibc2.31
c103     C   1.95345    0.3635       1.0       3.5      13.5
c104     C   1.95345    0.3635       1.0       3.5      13.5
c105     C   1.95345    0.3635       1.0       3.5      13.5
c106     C   1.95345    0.3635       1.0       3.5      13.5
c107     C   1.95345    0.3635       1.0       3.5      13.5
c108     C   1.95345    0.3635       1.0       3.5      13.5
c109     C   1.95345    0.3635       1.0       3.5      13.5
c110     C   1.95345    0.3635       1.0       3.5      13.5
c111     C   1.95345    0.3635       1.0       3.5      13.5
c112     C   1.95345    0.3635       1.0       3.5      13.5
c113     C   1.95345    0.3635       1.0       3.5      13.5
c114     C   1.95345    0.3635       1.0       3.5      13.5
c115     C   1.95345    0.3635       1.0       3.5      13.5
c116     C   1.95345    0.3635       1.0       3.5      13.5
c117     C   1.95345    0.3635       1.0       3.5      13.5
c118     C   1.95345    0.3635       1.0       3.5      13.5
c119     C   1.95345    0.3635       1.0       3.5      13.5
c120     C    1.8967   0.45539       1.0       3.5      13.5
n6       N    1.7998   0.70162       1.0       3.5      13.5
o6       O   1.70604    0.8795       1.0       3.5      13.5
c121     C   1.95345    0.3635       1.0       3.5      13.5
c122     C   1.95345    0.3635       1.0       3.5      13.5
c123     C   1.95345    0.3635       1.0       3.5      13.5
c124     C   1.95345    0.3635       1.0       3.5      13.5
c125     C   1.95345    0.3635       1.0       3.5      13.5
c126     C   1.95345    0.3635       1.0       3.5      13.5
c127     C   1.95345    0.3635       1.0       3.5      13.5
c128     C   1.95345    0.3635       1.0       3.5      13.5
c129     C   1.95345    0.3635       1.0       3.5      13.5
c130     C   1.95345    0.3635       1.0       3.5      13.5
c131     C   1.95345    0.3635       1.0       3.5      13.5
c132     C   1.95345    0.3635       1.0       3.5      13.5
c133     C   1.95345    0.3635       1.0       3.5      13.5
c134     C   1.95345    0.3635       1.0       3.5      13.5
c135     C   1.95345    0.3635       1.0       3.5      13.5
c136     C   1.95345    0.3635       1.0       3.5      13.5
c137     C   1.95345    0.3635       1.0       3.5      13.5
c138     C   1.95345    0.3635       1.0       3.5      13.5
c139     C   1.95345    0.3635       1.0       3.5      13.5
c140     C    1.8967   0.45539       1.0       3.5      13.5
n7       N    1.7998   0.70162       1.0       3.5      13.5
o7       O   1.70604    0.8795       1.0       3.5      13.5
c141     C   1.95345    0.3635       1.0       3.5      13.5
c142     C   1.95345    0.3635       1.0       3.5      13.5
c143     C   1.95345    0.3635       1.0       3.5      13.5
c144     C   1.95345    0.3635       1.0       3.5      13.5
c145     C   1.95345    0.3635       1.0       3.5      13.5
c146     C   1.95345    0.3635       1.0       3.5      13.5
c147     C   1.95345    0.3635       1.0       3.5      13.5
c148     C   1.95345    0.3635       1.0       3.5      13.5
c149     C   1.95345    0.3635       1.0       3.5      13.5
c150     C   1.95345    0.3635       1.0       3.5      13.5
c151     C   1.95345    0.3635       1.0       3.5      13.5
c152     C   1.95345    0.3635       1.0       3.5      13.5
c153     C   1.95345    0.3635       1.0       3.5      13.5
c154     C   1.95345    0.3635       1.0       3.5      13.5
c155     C   1.95345    0.3635       1.0       3.5      13.5
c156     C   1.95345    0.3635       1.0       3.5      13.5
c157     C   1.95345    0.3635       1.0       3.5      13.5
c158     C   1.95345    0.3635       1.0       3.5      13.5
c159     C    1.8967   0.45539       1.0       3.5      13.5
n8       N    1.7998   0.70162       1.0       3.5      13.5
c160     C   1.95345    0.3635       1.0       3.5      13.5
o8       O   1.70604    0.8795       1.0       3.5      13.5
c161     C   1.95345    0.3635       1.0       3.5      13.5
o9       O   1.70604    0.8795       1.0       3.5      13.5
o10      O   1.69778   0.70486       1.0       3.5      13.5
c162     C    1.8967   0.45539       1.0       3.5      13.5
c163     C    1.8967   0.45539       1.0       3.5      13.5
c164     C    1.8967   0.45539       1.0       3.5      13.5
c165     C    1.8967   0.45539       1.0       3.5      13.5
o11      O   1.69778   0.70486       1.0       3.5      13.5
c166     C    1.8967   0.45539       1.0       3.5      13.5
h1       H   1.44381   0.06532       1.0       3.5      13.5
o12      O   1.69778   0.70486       1.0       3.5      13.5
h2       H   1.44381   0.06532       1.0       3.5      13.5
h3       H   1.44381   0.06532       1.0       3.5      13.5
h4       H   1.44381   0.06532       1.0       3.5      13.5
h5       H   1.44381   0.06532       1.0       3.5      13.5
h6       H   1.44381   0.06532       1.0       3.5      13.5
h7       H   1.44381   0.06532       1.0       3.5      13.5
h8       H   1.44381   0.06532       1.0       3.5      13.5
h9       H   1.44381   0.06532       1.0       3.5      13.5
h10      H   1.44381   0.06532       1.0       3.5      13.5
h11      H   1.44381   0.06532       1.0       3.5      13.5
h12      H   1.44979   0.06866       1.0       3.5      13.5
c167     C    1.8967   0.45539       1.0       3.5      13.5
h13      H   0.61928   0.05896       1.0       3.5      13.5
h14      H   1.44381   0.06532       1.0       3.5      13.5
o13      O   1.69778   0.70486       1.0       3.5      13.5
h15      H   1.44381   0.06532       1.0       3.5      13.5
h16      H   1.44381   0.06532       1.0       3.5      13.5
h17      H   1.44381   0.06532       1.0       3.5      13.5
h18      H   1.44381   0.06532       1.0       3.5      13.5
h19      H   1.44381   0.06532       1.0       3.5      13.5
h20      H   1.44381   0.06532       1.0       3.5      13.5
h21      H   1.44381   0.06532       1.0       3.5      13.5
h22      H   1.44381   0.06532       1.0       3.5      13.5
h23      H   1.44381   0.06532       1.0       3.5      13.5
h24      H   1.44381   0.06532       1.0       3.5      13.5
h25      H   1.44979   0.06866       1.0       3.5      13.5
c168     C    1.8967   0.45539       1.0       3.5      13.5
h26      H   0.61928   0.05896       1.0       3.5      13.5
h27      H   1.44381   0.06532       1.0       3.5      13.5
o14      O   1.69778   0.70486       1.0       3.5      13.5
h28      H   1.44381   0.06532       1.0       3.5      13.5
h29      H   1.44381   0.06532       1.0       3.5      13.5
h30      H   1.44381   0.06532       1.0       3.5      13.5
h31      H   1.44381   0.06532       1.0       3.5      13.5
h32      H   1.44381   0.06532       1.0       3.5      13.5
h33      H   1.44381   0.06532       1.0       3.5      13.5
h34      H   1.44381   0.06532       1.0       3.5      13.5
h35      H   1.44381   0.06532       1.0       3.5      13.5
h36      H   1.44381   0.06532       1.0       3.5      13.5
h37      H   1.44381   0.06532       1.0       3.5      13.5
c169     C    1.8967   0.45539       1.0       3.5      13.5
h38      H   1.44979   0.06866       1.0       3.5      13.5
h39      H   0.61928   0.05896       1.0       3.5      13.5
h40      H   1.44381   0.06532       1.0       3.5      13.5
o15      O   1.69778   0.70486       1.0       3.5      13.5
h41      H   1.44381   0.06532       1.0       3.5      13.5
h42      H   1.44381   0.06532       1.0       3.5      13.5
h43      H   1.44381   0.06532       1.0       3.5      13.5
h44      H   1.44381   0.06532       1.0       3.5      13.5
h45      H   1.44381   0.06532       1.0       3.5      13.5
h46      H   1.44381   0.06532       1.0       3.5      13.5
h47      H   1.44381   0.06532       1.0       3.5      13.5
h48      H   1.44381   0.06532       1.0       3.5      13.5
h49      H   1.44381   0.06532       1.0       3.5      13.5
h50      H   1.44381   0.06532       1.0       3.5      13.5
h51      H   1.44979   0.06866       1.0       3.5      13.5
h52      H   1.44979   0.06866       1.0       3.5      13.5
h53      H   0.61928   0.05896       1.0       3.5      13.5
h54      H   1.44381   0.06532       1.0       3.5      13.5
o16      O   1.69778   0.70486       1.0       3.5      13.5
h55      H   1.44381   0.06532       1.0       3.5      13.5
h56      H   1.44381   0.06532       1.0       3.5      13.5
h57      H   1.44381   0.06532       1.0       3.5      13.5
h58      H   1.44381   0.06532       1.0       3.5      13.5
h59      H   1.44381   0.06532       1.0       3.5      13.5
h60      H   1.44381   0.06532       1.0       3.5      13.5
h61      H   1.44381   0.06532       1.0       3.5      13.5
h62      H   1.44381   0.06532       1.0       3.5      13.5
h63      H   1.44381   0.06532       1.0       3.5      13.5
h64      H   1.44381   0.06532       1.0       3.5      13.5
c170     C    1.8967   0.45539       1.0       3.5      13.5
h65      H   1.44979   0.06866       1.0       3.5      13.5
h66      H   0.61928   0.05896       1.0       3.5      13.5
h67      H   1.44381   0.06532       1.0       3.5      13.5
o17      O   1.69778   0.70486       1.0       3.5      13.5
h68      H   1.44381   0.06532       1.0       3.5      13.5
h69      H   1.44381   0.06532       1.0       3.5      13.5
h70      H   1.44381   0.06532       1.0       3.5      13.5
h71      H   1.44381   0.06532       1.0       3.5      13.5
h72      H   1.44381   0.06532       1.0       3.5      13.5
h73      H   1.44381   0.06532       1.0       3.5      13.5
h74      H   1.44381   0.06532       1.0       3.5      13.5
h75      H   1.44381   0.06532       1.0       3.5      13.5
h76      H   1.44381   0.06532       1.0       3.5      13.5
h77      H   1.44381   0.06532       1.0       3.5      13.5
c171     C    1.8967   0.45539       1.0       3.5      13.5
h78      H   1.44979   0.06866       1.0       3.5      13.5
h79      H   0.61928   0.05896       1.0       3.5      13.5
h80      H   1.44381   0.06532       1.0       3.5      13.5
o18      O   1.69778   0.70486       1.0       3.5      13.5
h81      H   1.44381   0.06532       1.0       3.5      13.5
h82      H   1.44381   0.06532       1.0       3.5      13.5
h83      H   1.44381   0.06532       1.0       3.5      13.5
h84      H   1.44381   0.06532       1.0       3.5      13.5
h85      H   1.44381   0.06532       1.0       3.5      13.5
h86      H   1.44381   0.06532       1.0       3.5      13.5
h87      H   1.44381   0.06532       1.0       3.5      13.5
h88      H   1.44381   0.06532       1.0       3.5      13.5
h89      H   1.44381   0.06532       1.0       3.5      13.5
h90      H   1.44381   0.06532       1.0       3.5      13.5
c172     C    1.8967   0.45539       1.0       3.5      13.5
h91      H   1.44979   0.06866       1.0       3.5      13.5
h92      H   0.61928   0.05896       1.0       3.5      13.5
h93      H   1.44381   0.06532       1.0       3.5      13.5
o19      O   1.69778   0.70486       1.0       3.5      13.5
h94      H   1.44381   0.06532       1.0       3.5      13.5
h95      H   1.44381   0.06532       1.0       3.5      13.5
h96      H   1.44381   0.06532       1.0       3.5      13.5
h97      H   1.44381   0.06532       1.0       3.5      13.5
h98      H   1.44381   0.06532       1.0       3.5      13.5
h99      H   1.44381   0.06532       1.0       3.5      13.5
h100     H   1.44381   0.06532       1.0       3.5      13.5
h101     H   1.44381   0.06532       1.0       3.5      13.5
h102     H   1.44381   0.06532       1.0       3.5      13.5
h103     H   1.44381   0.06532       1.0       3.5      13.5
h104     H   1.44979   0.06866       1.0       3.5      13.5
c173     C    1.8967   0.45539       1.0       3.5      13.5
h105     H   0.61928   0.05896       1.0       3.5      13.5
h106     H    1.4842   0.06602       1.0       3.5      13.5
h107     H    1.4842   0.06602       1.0       3.5      13.5
h108     H    1.4842   0.06602       1.0       3.5      13.5
h109     H    1.4842   0.06602       1.0       3.5      13.5
h110     H    1.4842   0.06602       1.0       3.5      13.5
h111     H    1.4842   0.06602       1.0       3.5      13.5
h112     H    1.4842   0.06602       1.0       3.5      13.5
h113     H    1.4842   0.06602       1.0       3.5      13.5
h114     H    1.4842   0.06602       1.0       3.5      13.5
h115     H   1.44979   0.06866       1.0       3.5      13.5
h116     H   1.44979   0.06866       1.0       3.5      13.5
h117     H   1.44979   0.06866       1.0       3.5      13.5
h118     H    1.4842   0.06602       1.0       3.5      13.5
h119     H    1.4842   0.06602       1.0       3.5      13.5
h120     H    1.4842   0.06602       1.0       3.5      13.5
h121     H    1.4842   0.06602       1.0       3.5      13.5
h122     H    1.4842   0.06602       1.0       3.5      13.5
h123     H    1.4842   0.06602       1.0       3.5      13.5
h124     H    1.4842   0.06602       1.0       3.5      13.5
h125     H    1.4842   0.06602       1.0       3.5      13.5
h126     H    1.4842   0.06602       1.0       3.5      13.5
h127     H    1.4842   0.06602       1.0       3.5      13.5
h128     H    1.4842   0.06602       1.0       3.5      13.5
h129     H    1.4842   0.06602       1.0       3.5      13.5
h130     H    1.4842   0.06602       1.0       3.5      13.5
h131     H    1.4842   0.06602       1.0       3.5      13.5
h132     H    1.4842   0.06602       1.0       3.5      13.5
h133     H    1.4842   0.06602       1.0       3.5      13.5
h134     H    1.4842   0.06602       1.0       3.5      13.5
h135     H    1.4842   0.06602       1.0       3.5      13.5
h136     H   1.44979   0.06866       1.0       3.5      13.5
h137     H   1.44979   0.06866       1.0       3.5      13.5
h138     H   1.44979   0.06866       1.0       3.5      13.5
h139     H    1.4842   0.06602       1.0       3.5      13.5
h140     H    1.4842   0.06602       1.0       3.5      13.5
h141     H    1.4842   0.06602       1.0       3.5      13.5
c174     C    1.8967   0.45539       1.0       3.5      13.5
c175     C    1.8967   0.45539       1.0       3.5      13.5
c176     C    1.8967   0.45539       1.0       3.5      13.5
c177     C    1.8967   0.45539       1.0       3.5      13.5
c178     C    1.8967   0.45539       1.0       3.5      13.5
c179     C    1.8967   0.45539       1.0       3.5      13.5
c180     C    1.8967   0.45539       1.0       3.5      13.5
c181     C    1.8967   0.45539       1.0       3.5      13.5
