bond_angle,eps,n_clusters,avg_silhouette_score,min_z_score*,minimum_energy,min_energy_cluster_rmsd,min_energy_avg_intermedoid_rmsd,noise_cluster,rmse_helix,rmse_cyl,min_medoid
100.0,0.09285714285714286,30,0.4397277713493192,0.09051433530858684,-16.703388813531642,0.011995527557156972,0.15194766223430634,True,9.424402363305813,49.08232723620422,medoid_4
102.0,0.09285714285714286,33,0.3625889066539014,0.06524938124808491,-16.904462500200054,0.03301815774766626,0.14709775149822235,True,9.998630492847745,77.13679549195737,medoid_24
104.0,0.09285714285714286,40,0.41794175213035456,0.019376567595663252,-16.814450518230863,0.07200153283025294,0.12842592597007751,True,9.031329156476058,41.71890679792114,medoid_13
106.0,0.09285714285714286,22,0.11460337781688044,0.02204723296237488,-16.826338389348873,0.07029616742503922,0.16870346665382385,True,9.018914240547934,43.21798692922533,medoid_0
108.0,0.09285714285714286,34,0.21808425974435583,0.06085073954570851,-17.16234019957124,0.022016094526765295,0.15537267923355103,True,8.824995118962475,42.825129109307916,medoid_2
110.0,0.09285714285714286,23,0.21148084293792194,0.6523326022067937,-18.12369758690314,0.1185017105623955,0.16944459080696106,True,-,-,medoid_-1
112.0,0.09285714285714286,31,0.32289864249458033,0.28908748056715766,-18.69610306946789,0.11959551736709685,0.14886106550693512,True,6.615141626064237,26.55767796920286,medoid_1
114.0,0.09285714285714286,47,0.43018039825587284,0.07146505720699871,-18.436822978685917,0.05483796505885995,0.14047738909721375,True,8.119479357727277,39.55746387849265,medoid_18
116.0,0.09285714285714286,41,0.35630811778784577,0.04423176260038455,-18.09975306066789,0.11862209930287314,0.16858051717281342,True,8.034007938567155,51.28422681613912,medoid_5
118.0,0.09285714285714286,42,0.5485895932585105,0.6508030775179006,-19.250195485494906,0.11306819983063678,0.16771037876605988,True,6.551554459496543,48.04479317043147,medoid_0
120.0,0.09285714285714286,34,0.5120235239044085,2.772147834170112,-21.023735904445534,0.06033156426070685,0.16729755699634552,True,12.527082008937752,52.25827435339784,medoid_2
122.0,0.09285714285714286,17,0.3307505947862023,0.1714538538354245,-20.98604155198727,0.0612299939641301,0.16099613904953003,True,11.495630551027379,47.72446064665324,medoid_2
124.0,0.09285714285714286,22,0.2704377125749797,0.3921620745454774,-20.141404421996633,0.07710180793054189,0.16539962589740753,True,10.943437157720155,43.37248289406067,medoid_6
126.0,0.09285714285714286,18,0.4272554800708604,1.6301997037773859,-20.452759944730833,0.07462198472321518,0.11806121468544006,True,12.92717102616857,55.364468617316845,medoid_1
128.0,0.09285714285714286,17,0.3530934816305622,1.8021492910936556,-20.509863687659102,0.047727398750907785,0.2097298502922058,True,12.514883726152608,39.71439595421434,medoid_4
130.0,0.09285714285714286,15,0.3060443482484124,1.3326306549090006,-18.699373956933577,0.07963192784987508,0.21351324021816254,True,10.895547932458605,42.38447731238715,medoid_2
132.0,0.09285714285714286,11,0.13541126468090678,0.01729552788704654,-17.725460897788242,0.01854014992701993,0.20750507712364197,True,12.24024191283904,88.39909303033097,medoid_3
134.0,0.09285714285714286,5,0.14324224722515308,0.2892522808005169,-15.937908938659957,0.11106321521739157,0.16237586736679077,True,-,-,medoid_-1
136.0,0.09285714285714286,7,0.24794179456255522,0.5402910953253255,-15.425161032391703,0.10680204596487096,0.15231001377105713,False,14.35249719911729,48.98820031982748,medoid_0
138.0,0.09285714285714286,4,0.34891282673223334,0.0795960133414891,-14.985796961173394,0.1143729454416534,0.19802768528461456,False,12.71284944217404,63.6759007639153,medoid_1
140.0,-,-,-,-,-,-,-,-,-,-,-
142.0,0.09285714285714286,4,0.35735895711408244,1.5197044531142871,-13.588303110821721,0.10070826852511605,0.1707097887992859,False,15.761181230492701,50.40108926959809,medoid_1
144.0,-,-,-,-,-,-,-,-,-,-,-
146.0,0.09285714285714286,3,0.21310716897261384,1.5389880358207637,-11.480957553452576,0.1102664940206188,0.14862781763076782,True,-,-,medoid_-1
148.0,0.09285714285714286,3,0.6511778209020933,5.261316322097235,-10.328229204519067,0.13852035592737771,0.38024845719337463,True,2.1278367863959993,5.657742594888939,medoid_0
150.0,0.09285714285714286,4,0.2566537020936021,1.7065659556501458,-9.428735548170451,0.013922104615025147,0.13028916716575623,True,17.995702813977545,9.048373206703483,medoid_1
152.0,-,-,-,-,-,-,-,-,-,-,-
154.0,-,-,-,-,-,-,-,-,-,-,-
156.0,-,-,-,-,-,-,-,-,-,-,-
158.0,-,-,-,-,-,-,-,-,-,-,-
160.0,-,-,-,-,-,-,-,-,-,-,-
