bond_angle,eps,n_clusters,avg_silhouette_score,min_z_score*,minimum_energy,min_energy_cluster_rmsd,min_energy_avg_intermedoid_rmsd,noise_cluster,rmse_helix,rmse_cyl,min_medoid
100.0,0.0642857142857143,44,0.6305743224393214,0.028727282500881225,-16.88397918155065,0.06296292003977472,0.10821609199047089,True,-,-,medoid_-1
102.0,0.0642857142857143,53,0.7336206984532411,0.13745062516182166,-17.03815500590694,0.012412406340201894,0.14711977541446686,True,6.579038548322097,29.556604196611566,medoid_9
104.0,0.0642857142857143,54,0.7986655276939905,0.11391348506276484,-17.039576723753324,0.01738552345576919,0.08911741524934769,True,9.413903461325937,41.49411722081996,medoid_3
106.0,0.0642857142857143,66,0.8211968071010107,0.021607393187410045,-17.19109764810241,0.01817432184261778,0.09338447451591492,True,8.991566249088548,42.849568428019005,medoid_31
108.0,0.0642857142857143,62,0.8454437953796192,0.0257917215621048,-17.252982630110587,0.012164783052158089,0.13922618329524994,True,9.820883288154528,57.182296983086815,medoid_60
110.0,0.0642857142857143,51,0.6122749816531508,0.022560651834629582,-18.57913558052713,0.0670627416655654,0.08791512250900269,True,9.520596866805633,62.419857768154785,medoid_6
112.0,0.0642857142857143,47,0.6587991772271095,1.10482059535279,-19.271686717664306,0.08229063273502471,0.1340949535369873,True,-,-,medoid_-1
114.0,0.0642857142857143,72,0.778565061899177,0.1239042912416578,-18.776838658703525,0.021758982080315726,0.13755665719509125,True,10.781109817056725,27.575733483889838,medoid_49
116.0,0.0642857142857143,70,0.7433575304938129,0.2704531985158351,-19.04917269032759,0.025479355700030428,0.11301638931035995,True,7.013062102276791,42.756275027308796,medoid_14
118.0,0.0642857142857143,54,0.6134921228924373,0.06936928324965735,-19.435656731444656,0.0742749637879613,0.12009885907173157,True,10.867001965151465,42.585828235704106,medoid_7
120.0,0.0642857142857143,52,0.7240227705862132,3.0100945915014323,-21.069396280554166,0.05865718088857652,0.16729754209518433,True,0.44961105856227446,0.9353316609577886,medoid_2
122.0,0.0642857142857143,43,0.5482096512602377,0.057400388275997166,-20.999458321306307,0.060724187542464544,0.16099613904953003,True,11.868929177258401,54.998975976626824,medoid_1
124.0,0.0642857142857143,57,0.5652832139723047,0.18524218529670877,-20.214482455120432,0.016925296587169916,0.12579859793186188,True,12.333681774400286,55.23210204946448,medoid_28
126.0,0.0642857142857143,46,0.5065534400100823,1.0539095960542808,-20.452759944730833,0.07462198472321518,0.11806128174066544,True,12.616373801245512,59.17447038376731,medoid_8
128.0,0.0642857142857143,35,0.40160872011727733,1.8892360168001958,-20.54605591728744,0.04585335326524211,0.2097298502922058,True,14.40501776369078,48.17997903768788,medoid_16
130.0,0.0642857142857143,46,0.3739422583804304,0.0910283414515371,-18.763605758770574,0.031060956006619848,0.12293117493391037,True,12.19484918401217,99.35232439306927,medoid_43
132.0,0.0642857142857143,33,0.352592392475005,0.01729552788704654,-17.725460897788242,0.01854014992701993,0.1502101570367813,True,11.86503257725764,68.53003566375904,medoid_30
134.0,0.0642857142857143,25,0.08381334271277988,0.1371441279032853,-16.657087609626753,0.015042358239176167,0.12496410310268402,True,12.808853109214185,49.48650902300091,medoid_2
136.0,0.0642857142857143,27,0.23540945413550532,0.09196291839521949,-15.798033149748518,0.047574534862541464,0.11638850718736649,True,12.028176105960702,61.491856182369716,medoid_5
138.0,0.0642857142857143,15,0.11183105157677238,0.011494271248303834,-15.48838659587735,0.011310887085074342,0.11364340782165527,True,10.766587022034729,33.36464191702275,medoid_11
140.0,0.0642857142857143,22,0.15649958740307715,0.041700254738208785,-14.76732291693631,0.01772423165862974,0.09501802921295166,True,13.589324004439856,56.858043211439316,medoid_5
142.0,0.0642857142857143,21,0.1964911352828647,0.6390131630390536,-14.337222285641264,0.01861796462116506,0.07369769364595413,True,11.56185010008129,62.10694512317413,medoid_8
144.0,0.0642857142857143,12,-0.017853425820148143,1.1410939540879723,-13.42673772123645,0.016068486437770584,0.08921603858470917,True,14.718476724553444,65.57893334423143,medoid_1
146.0,0.0642857142857143,11,-0.017612183808201926,0.10561094919422083,-11.596489385641728,0.03154724560609482,0.09861017018556595,True,15.926210635897878,63.827935321940366,medoid_1
148.0,0.0642857142857143,10,0.2154525146145191,0.43501462463355495,-10.789788672925923,0.044817224484435925,0.0811409205198288,True,17.874333944717524,46.168844698212936,medoid_3
150.0,0.0642857142857143,5,0.4853129373740429,1.7065659556501562,-9.428735548170454,0.013922104615025147,0.13028916716575623,True,17.99570281397738,9.048373206703483,medoid_3
152.0,-,-,-,-,-,-,-,-,-,-,-
154.0,-,-,-,-,-,-,-,-,-,-,-
156.0,-,-,-,-,-,-,-,-,-,-,-
158.0,0.0642857142857143,3,0.28998090402773996,0.04875145424328781,-6.11194474593712,0.07337736445031158,0.1024821549654007,True,1.8150008290144666,2.5505637341291165,medoid_0
160.0,0.0642857142857143,5,0.19601086553411268,0.006455982686411536,-6.038442368207998,0.07478990260787817,0.07308294624090195,True,-,-,medoid_-1
