bond_angle,eps,n_clusters,avg_silhouette_score,min_z_score*,minimum_energy,min_energy_cluster_rmsd,min_energy_avg_intermedoid_rmsd,noise_cluster,rmse_helix,rmse_cyl,min_medoid
100.0,-,-,-,-,-,-,-,-,-,-,-
102.0,-,-,-,-,-,-,-,-,-,-,-
104.0,-,-,-,-,-,-,-,-,-,-,-
106.0,-,-,-,-,-,-,-,-,-,-,-
108.0,-,-,-,-,-,-,-,-,-,-,-
110.0,-,-,-,-,-,-,-,-,-,-,-
112.0,-,-,-,-,-,-,-,-,-,-,-
114.0,0.13571428571428573,3,0.060404068572714936,1.103331063180344,-17.051441086033886,0.1908634309897309,0.20007766783237457,True,-,-,medoid_-1
116.0,-,-,-,-,-,-,-,-,-,-,-
118.0,0.13571428571428573,8,0.22885753621231666,1.4100054402419544,-19.103482194041902,0.11932368942328567,0.192063570022583,True,11.68827811833647,42.99043440294905,medoid_2
120.0,0.13571428571428573,7,0.4003703551999915,1.8428306868821225,-20.747111323327843,0.07533828360767829,0.19585026800632477,True,13.114273892659952,54.768614308099856,medoid_1
122.0,0.13571428571428573,5,0.3903503496526099,0.22765192923223346,-20.980830276824015,0.06140806972762185,0.16099613904953003,False,0.9065153022105576,1.5556930607072337,medoid_2
124.0,0.13571428571428573,4,0.3926384568320795,0.562345172314051,-20.141404421996636,0.07710180793054189,0.16539962589740753,False,4.544717434018355,43.68538664585314,medoid_0
126.0,0.13571428571428573,3,0.5177599891663106,2.1383335692224317,-20.21651914270404,0.0921042336254015,0.22672221064567566,False,4.5141971928810385,40.544949639457506,medoid_1
128.0,0.13571428571428573,3,0.4264591380876078,1.8021492910936556,-20.509863687659102,0.047727398750907785,0.209729865193367,False,3.359905350362419,0.6238996366555624,medoid_1
130.0,0.13571428571428573,4,0.0713567622487741,1.527171009954074,-18.699373956933577,0.07963192784987508,0.21333029866218567,False,8.013681029722607,50.18820409637487,medoid_1
132.0,-,-,-,-,-,-,-,-,-,-,-
134.0,-,-,-,-,-,-,-,-,-,-,-
136.0,-,-,-,-,-,-,-,-,-,-,-
138.0,-,-,-,-,-,-,-,-,-,-,-
140.0,-,-,-,-,-,-,-,-,-,-,-
142.0,-,-,-,-,-,-,-,-,-,-,-
144.0,-,-,-,-,-,-,-,-,-,-,-
146.0,-,-,-,-,-,-,-,-,-,-,-
148.0,-,-,-,-,-,-,-,-,-,-,-
150.0,-,-,-,-,-,-,-,-,-,-,-
152.0,-,-,-,-,-,-,-,-,-,-,-
154.0,-,-,-,-,-,-,-,-,-,-,-
156.0,-,-,-,-,-,-,-,-,-,-,-
158.0,-,-,-,-,-,-,-,-,-,-,-
160.0,-,-,-,-,-,-,-,-,-,-,-
