eps,min_samples,avg_silhouette,n_clusters
0.15000000000000002,350,-0.11113869486589113,1
0.125,50,0.1875792393975665,21
0.1,300,0.6636857267275051,4
0.125,300,0.4697800338730861,5
0.07500000000000001,300,0.8220417413673023,3
0.07500000000000001,200,0.7607627913580607,10
0.05,250,0.873482984542543,6
0.05,150,0.8695131914753218,17
0.175,300,-0.09405876587638431,1
0.15000000000000002,200,-0.10976696762720449,1
0.1,150,0.643050681308256,15
0.05,50,0.8440541522653565,74
0.125,200,0.3681579238128702,10
0.15000000000000002,50,-0.15801336621689024,4
0.125,350,0.4838398393149832,4
0.175,250,-0.09405876587640329,1
0.175,150,-0.09405876587621392,1
0.1,50,0.669896989300345,52
0.175,350,-0.09405876587625076,1
0.1,100,0.672152784245489,31
0.05,200,0.8856762155006916,12
0.125,250,0.4532635762014698,6
0.125,100,0.2901485125829817,16
0.05,300,0.8680146811045102,5
0.1,250,0.6636857267270972,4
0.175,50,-0.0873463188778687,2
0.15000000000000002,250,-0.11615775521161013,2
0.07500000000000001,100,0.6579152737912436,34
0.15000000000000002,100,-0.13895795121861423,3
0.175,100,-0.0940587658762841,1
0.07500000000000001,150,0.6450683116399283,14
0.15000000000000002,300,-0.10967589771620205,1
0.07500000000000001,50,0.679711955370919,63
0.05,350,0.8680146811051771,5
0.05,100,0.8633459689867037,43
0.175,200,-0.09405876587630743,1
0.07500000000000001,250,0.7358586828445086,5
0.1,200,0.6553344894767803,12
0.125,150,0.335002929078967,10
0.15000000000000002,150,-0.10714702562548375,1
0.07500000000000001,350,0.8220417413672695,3
0.1,350,0.6667669981937667,4
