eps,min_samples,avg_silhouette,n_clusters
0.175,100,0.38386560945115544,22
0.22500000000000003,200,-0.09246325448054493,3
0.07500000000000001,150,0.7236750648244931,22
0.05,150,0.745378416030836,9
0.22500000000000003,50,-0.09544082961035909,5
0.175,350,0.4302797631607713,8
0.22500000000000003,300,-0.06997683740669709,1
0.25,200,-0.10622943264224918,2
0.2,100,0.047914600844953074,9
0.1,200,0.70731913233701,20
0.22500000000000003,250,-0.0851173001281801,2
0.1,100,0.6574130517444255,39
0.07500000000000001,50,0.6497241308834956,47
0.1,300,0.7175257537513503,15
0.125,250,0.6942394583002036,17
0.07500000000000001,250,0.7900166598143762,13
0.175,250,0.42136947788244317,12
0.15000000000000002,250,0.48933025207402847,14
0.05,300,0.9043716970708311,1
0.175,200,0.4094928598421659,12
0.07500000000000001,300,0.8134221123395398,9
0.2,200,0.2113846315836275,6
0.125,300,0.6971472968454436,14
0.15000000000000002,150,0.47138429652329955,17
0.125,200,0.6872309777658153,20
0.1,150,0.700769743364899,24
0.1,350,0.7723243831132934,10
0.125,350,0.690762331514338,11
0.2,300,0.2931541356214658,5
0.05,200,0.8603065004701909,6
0.15000000000000002,300,0.4788522985291377,13
0.25,50,-0.04340268430034983,2
0.15000000000000002,100,0.4844130609707822,27
0.25,250,-0.0816022039098417,1
0.05,100,0.7405477636969249,22
0.22500000000000003,150,-0.09246325448017077,3
0.25,100,-0.04340268429979504,2
0.2,250,0.28510474990989365,6
0.2,50,0.04791460084331115,9
0.1,50,0.6411631754312416,44
0.22500000000000003,100,-0.09544082961150124,5
0.25,150,-0.10622943263253073,2
0.25,300,-0.08160220392610668,1
0.05,250,0.8844842279323545,1
0.07500000000000001,200,0.7350315072500702,18
0.07500000000000001,100,0.6834586994374962,34
0.175,50,0.3822413581713383,22
0.22500000000000003,350,-0.06997683740655117,1
0.15000000000000002,350,0.5220981478400558,11
0.125,100,0.672303052028809,34
0.15000000000000002,50,0.4798946492397359,29
0.05,50,0.6969186414262729,42
0.175,150,0.4027079234927649,14
0.125,150,0.6751822959339285,23
0.175,300,0.4114011506761754,11
0.1,250,0.6969031425745434,19
0.125,50,0.6690491299949837,36
0.15000000000000002,200,0.46727021240023264,16
0.2,150,0.11164499875588026,6
0.25,350,-0.08676183613678667,1
0.07500000000000001,350,0.8419475964966799,5
0.2,350,0.3640139141499421,5
